Rk,Player,PPR,Day,G#,Week,Date,Age,Team,Home_Away,Opp,Result,Pos.,PFR_Id
,Foster Moreau,7.3,Sun,6,6,2023-10-15,26-162,NOR,Away,HOU,L 13-20,TE,MoreFo00
,Puka Nacua,7.3,Sun,8,8,2023-10-29,22-153,LAR,Away,DAL,L 20-43,WR,NacuPu00
,Samaje Perine,7.3,Mon,9,10,2023-11-13,28-058,DEN,Away,BUF,W 24-22,RB,PeriSa00
,Alec Pierce,7.3,Sun,3,3,2023-09-24,23-145,IND,Away,BAL,W 22-19 (OT),WR,PierAl00
,Calvin Ridley,7.3,Mon,12,13,2023-12-04,28-349,JAX,Home,CIN,L 31-34 (OT),WR,RidlCa00
,Geno Smith,7.3,Thu,11,12,2023-11-23,33-044,SEA,Home,SFO,L 13-31,QB,SmitGe00
,JuJu Smith-Schuster,7.3,Sun,1,1,2023-09-10,26-292,NWE,Home,PHI,L 20-25,WR,SmitJu00
,JuJu Smith-Schuster,7.3,Sun,8,8,2023-10-29,26-341,NWE,Away,MIA,L 17-31,WR,SmitJu00
,Tyjae Spears,7.3,Sun,6,6,2023-10-15,22-122,TEN,Home,BAL,L 16-24,RB,SpeaTy00
,Logan Thomas,7.3,Sun,4,4,2023-10-01,32-092,WAS,Away,PHI,L 31-34 (OT),TE,ThomLo00
,Cedric Tillman,7.3,Sun,17,18,2024-01-07,23-263,CLE,Away,CIN,L 14-31,WR,TillCe01
,Justin Watson,7.3,Sun,11,12,2023-11-26,27-236,KAN,Away,LVR,W 31-17,WR,WatsJu01
,Dontayvion Wicks,7.3,Sun,12,13,2023-12-03,22-170,GNB,Home,KAN,W 27-19,WR,WickDo00
,Javonte Williams,7.3,Sun,10,11,2023-11-19,23-208,DEN,Home,MIN,W 21-20,RB,WillJa10
,Bailey Zappe,7.24,Sun,12,13,2023-12-03,24-221,NWE,Home,LAC,L 0-6,QB,ZappBa00
,Zach Wilson,7.22,Mon,8,9,2023-11-06,24-095,NYJ,Home,LAC,L 6-27,QB,WilsZa00
,Mo Alie-Cox,7.2,Sun,13,14,2023-12-10,30-082,IND,Away,CIN,L 14-34,TE,AlieMo00
,Rashod Bateman,7.2,Sun,8,8,2023-10-29,23-334,BAL,Away,ARI,W 31-24,WR,BateRa00
,Braxton Berrios,7.2,Sun,1,1,2023-09-10,27-339,MIA,Away,LAC,W 36-34,WR,BerrBr00
,Tyler Boyd,7.2,Mon,12,13,2023-12-04,29-019,CIN,Away,JAX,W 34-31 (OT),WR,BoydTy00
,Ty Chandler,7.2,Sun,13,14,2023-12-10,25-212,MIN,Away,LVR,W 3-0,RB,ChanTy01
,James Conner,7.2,Sun,12,12,2023-11-26,28-205,ARI,Home,LAR,L 14-37,RB,ConnJa00
,Brandin Cooks,7.2,Sun,10,11,2023-11-19,30-055,DAL,Away,CAR,W 33-10,WR,CookBr00
,AJ Dillon,7.2,Sun,15,16,2023-12-24,25-236,GNB,Away,CAR,W 33-30,RB,DillAJ00
,Romeo Doubs,7.2,Mon,13,14,2023-12-11,23-242,GNB,Away,NYG,L 22-24,WR,DoubRo00
,Ezekiel Elliott,7.2,Sun,11,12,2023-11-26,28-127,NWE,Away,NYG,L 7-10,RB,ElliEz00
,Noah Gray,7.2,Sun,12,13,2023-12-03,24-217,KAN,Away,GNB,L 19-27,TE,GrayNo00
,Andrei Iosivas,7.2,Sun,7,8,2023-10-29,24-014,CIN,Away,SFO,W 31-17,WR,IosiAn00
,Roschon Johnson,7.2,Thu,10,10,2023-11-09,22-282,CHI,Home,CAR,W 16-13,RB,JohnRo07
,Ko Kieft,7.2,Sun,14,15,2023-12-17,25-331,TAM,Away,GNB,W 34-20,TE,KiefKo00
,Jakobi Meyers,7.2,Mon,15,16,2023-12-25,27-046,LVR,Away,KAN,W 20-14,WR,MeyeJa01
,Scott Miller,7.2,Sun,10,10,2023-11-12,26-104,ATL,Away,ARI,L 23-25,WR,MillSc01
,Jonathan Mingo,7.2,Sun,14,15,2023-12-17,22-241,CAR,Home,ATL,W 9-7,WR,MingJo00
,Keaton Mitchell,7.2,Sun,13,14,2023-12-10,21-327,BAL,Home,LAR,W 37-31 (OT),RB,MitcKe01
,Chris Moore,7.2,Sun,11,12,2023-11-26,30-163,TEN,Home,CAR,W 17-10,WR,MoorCh00
,Elijah Moore,7.2,Sun,13,14,2023-12-10,23-258,CLE,Home,JAX,W 31-27,WR,MoorEl00
,Zack Moss,7.2,Sun,7,7,2023-10-22,25-311,IND,Home,CLE,L 38-39,RB,MossZa00
,DeVante Parker,7.2,Sun,11,12,2023-11-26,30-310,NWE,Away,NYG,L 7-10,WR,ParkDe01
,Rashid Shaheed,7.2,Thu,7,7,2023-10-19,25-049,NOR,Home,JAX,L 24-31,WR,ShahRa00
,Sterling Shepard,7.2,Sun,10,10,2023-11-12,30-275,NYG,Away,DAL,L 17-49,WR,ShepSt00
,Jeffery Simmons,7.2,Sun,10,11,2023-11-19,26-114,TEN,Away,JAX,L 14-34,DT,SimmJe01
,Devin Singletary,7.2,Sun,6,6,2023-10-15,26-042,HOU,Home,NOR,W 20-13,RB,SingDe00
,Jonnu Smith,7.2,Sun,15,16,2023-12-24,28-124,ATL,Home,IND,W 29-10,TE,SmitJo01
,Durham Smythe,7.2,Sun,14,15,2023-12-17,28-130,MIA,Home,NYJ,W 30-0,TE,SmytDu00
,Rhamondre Stevenson,7.2,Sun,3,3,2023-09-24,25-213,NWE,Away,NYJ,W 15-10,RB,StevRh00
,Patrick Taylor,7.2,Mon,13,14,2023-12-11,25-226,GNB,Away,NYG,L 22-24,RB,TaylPa01
,Jaylen Warren,7.2,Sun,11,12,2023-11-26,25-025,PIT,Away,CIN,W 16-10,RB,WarrJa01
,Justin Watson,7.2,Sun,2,2,2023-09-17,27-166,KAN,Away,JAX,W 17-9,WR,WatsJu01
,Rachaad White,7.2,Mon,3,3,2023-09-25,24-256,TAM,Home,PHI,L 11-25,RB,WhitRa01
,Jamaal Williams,7.2,Sun,1,1,2023-09-10,28-160,NOR,Home,TEN,W 16-15,RB,WillJa06
,Javonte Williams,7.2,Thu,6,6,2023-10-12,23-170,DEN,Away,KAN,L 8-19,RB,WillJa10
,Cedrick Wilson Jr.,7.2,Sun,15,16,2023-12-24,28-034,MIA,Home,DAL,W 22-20,WR,WilsCe01
,Mitchell Trubisky,7.18,Sun,12,13,2023-12-03,29-105,PIT,Home,ARI,L 10-24,QB,TrubMi00
,Tommy DeVito,7.16,Sun,8,8,2023-10-29,25-083,NYG,Home,NYJ,L 10-13 (OT),QB,DeViTo00
,Daniel Jones,7.16,Sun,5,5,2023-10-08,26-134,NYG,Away,MIA,L 16-31,QB,JoneDa05
,Bryce Young,7.16,Sun,4,4,2023-10-01,22-068,CAR,Home,MIN,L 13-21,QB,YounBr01
,Justin Herbert,7.14,Mon,8,9,2023-11-06,25-241,LAC,Away,NYJ,W 27-6,QB,HerbJu00
,Bryce Young,7.12,Sun,12,13,2023-12-03,22-131,CAR,Away,TAM,L 18-21,QB,YounBr01
,Salvon Ahmed,7.1,Sun,2,2,2023-09-17,24-261,MIA,Away,NWE,W 24-17,RB,AhmeSa01
,Cam Akers,7.1,Sun,4,4,2023-10-01,24-101,MIN,Away,CAR,W 21-13,RB,AkerCa00
,Saquon Barkley,7.1,Sun,10,10,2023-11-12,26-276,NYG,Away,DAL,L 17-49,RB,BarkSa00
,Dyami Brown,7.1,Sun,4,4,2023-10-01,23-334,WAS,Away,PHI,L 31-34 (OT),WR,BrowDy00
,Pharaoh Brown,7.1,Sun,7,7,2023-10-22,29-171,NWE,Home,BUF,W 29-25,TE,BrowPh01
,Ja'Marr Chase,7.1,Sun,16,17,2023-12-31,23-305,CIN,Away,KAN,L 17-25,WR,ChasJa00
,James Cook,7.1,Sun,6,6,2023-10-15,24-020,BUF,Home,NYG,W 14-9,RB,CookJa01
,Stefon Diggs,7.1,Sun,16,17,2023-12-31,30-032,BUF,Home,NWE,W 27-21,WR,DiggSt00
,Jerome Ford,7.1,Sun,14,15,2023-12-17,24-096,CLE,Home,CHI,W 20-17,RB,FordJe00
,Dallas Goedert,7.1,Mon,14,15,2023-12-18,28-349,PHI,Away,SEA,L 17-20,TE,GoedDa00
,Mack Hollins,7.1,Sun,6,6,2023-10-15,30-029,ATL,Home,WAS,L 16-24,WR,HollMa00
,Keaontay Ingram,7.1,Sun,6,6,2023-10-15,23-354,ARI,Away,LAR,L 9-26,RB,IngrKe01
,Jauan Jennings,7.1,Sun,2,2,2023-09-17,26-069,SFO,Away,LAR,W 30-23,WR,JennJa00
,D'Ernest Johnson,7.1,Sun,11,12,2023-11-26,27-272,JAX,Away,HOU,W 24-21,RB,JohnDE04
,Dalton Kincaid,7.1,Sun,13,14,2023-12-10,24-053,BUF,Away,KAN,W 20-17,TE,KincDa00
,Cole Kmet,7.1,Sun,17,18,2024-01-07,24-303,CHI,Away,GNB,L 9-17,TE,KmetCo00
,Will Levis,7.1,Sun,11,12,2023-11-26,24-152,TEN,Home,CAR,W 17-10,QB,LeviWi00
,Marcedes Lewis,7.1,Sun,15,16,2023-12-24,39-219,CHI,Home,ARI,W 27-16,TE,LewiMa00
,Isaiah McKenzie,7.1,Sun,10,10,2023-11-12,28-217,IND,Away,NWE,W 10-6,WR,McKeIs00
,Elijah Moore,7.1,Mon,2,2,2023-09-18,23-175,CLE,Away,PIT,L 22-26,WR,MoorEl00
,Latavius Murray,7.1,Sun,14,15,2023-12-17,33-333,BUF,Home,DAL,W 31-10,RB,MurrLa00
,Samaje Perine,7.1,Sun,7,7,2023-10-22,28-036,DEN,Home,GNB,W 19-17,RB,PeriSa00
,Alec Pierce,7.1,Sun,8,8,2023-10-29,23-180,IND,Home,NOR,L 27-38,WR,PierAl00
,Luke Schoonmaker,7.1,Sun,2,2,2023-09-17,24-354,DAL,Home,NYJ,W 30-10,TE,SchoLu00
,Ben Sims,7.1,Sun,12,13,2023-12-03,23-201,GNB,Home,KAN,W 27-19,TE,SimsBe00
,Logan Thomas,7.1,Sun,9,9,2023-11-05,32-127,WAS,Away,NWE,W 20-17,TE,ThomLo00
,Jalen Tolbert,7.1,Sun,15,16,2023-12-24,24-300,DAL,Away,MIA,L 20-22,WR,TolbJa00
,Kadarius Toney,7.1,Sun,13,14,2023-12-10,24-317,KAN,Home,BUF,L 17-20,WR,ToneKa00
,Tommy Tremble,7.1,Sun,5,5,2023-10-08,23-128,CAR,Away,DET,L 24-42,TE,TremTo00
,C.J. Uzomah,7.1,Sun,4,4,2023-10-01,30-260,NYJ,Home,KAN,L 20-23,TE,UzomC.00
,Justin Watson,7.1,Sun,3,3,2023-09-24,27-173,KAN,Home,CHI,W 41-10,WR,WatsJu01
,Jameson Williams,7.1,Thu,11,12,2023-11-23,22-242,DET,Home,GNB,L 22-29,WR,WillJa11
,Cedrick Wilson Jr.,7.1,Sun,8,8,2023-10-29,27-343,MIA,Home,NWE,W 31-17,WR,WilsCe01
,Brandon Aubrey,7.0,Sun,8,9,2023-11-05,28-236,DAL,Away,PHI,L 23-28,K,AubrBr00
,Brandon Aubrey,7.0,Sun,9,10,2023-11-12,28-243,DAL,Home,NYG,W 49-17,K,AubrBr00
,Michael Badgley,7.0,Sat,16,17,2023-12-30,28-155,DET,Away,DAL,L 19-20,K,BadgMi00
,Tyler Bass,7.0,Sun,14,15,2023-12-17,26-306,BUF,Home,DAL,W 31-10,K,BassTy00
,Tank Bigsby,7.0,Sun,3,3,2023-09-24,22-025,JAX,Home,HOU,L 17-37,RB,BigsTa00
,Randy Bullock,7.0,Sun,11,11,2023-11-19,33-338,NYG,Away,WAS,W 31-19,K,BullRa00
,Harrison Butker,7.0,Sun,7,7,2023-10-22,28-100,KAN,Home,LAC,W 31-17,K,ButkHa00
,Harrison Butker,7.0,Sun,11,12,2023-11-26,28-135,KAN,Away,LVR,W 31-17,K,ButkHa00
,Harrison Butker,7.0,Sun,12,13,2023-12-03,28-142,KAN,Away,GNB,L 19-27,K,ButkHa00
,Harrison Butker,7.0,Sun,17,18,2024-01-07,28-177,KAN,Away,LAC,W 13-12,K,ButkHa00
,Anders Carlson,7.0,Mon,5,5,2023-10-09,25-115,GNB,Away,LVR,L 13-17,K,CarlAn00
,Anders Carlson,7.0,Sun,9,10,2023-11-12,25-149,GNB,Away,PIT,L 19-23,K,CarlAn00
,Daniel Carlson,7.0,Sun,11,11,2023-11-19,28-300,LVR,Away,MIA,L 13-20,K,CarlDa00
,Nico Collins,7.0,Sun,7,8,2023-10-29,24-224,HOU,Away,CAR,L 13-15,WR,CollNi00
,Mason Crosby,7.0,Mon,15,16,2023-12-25,39-113,NYG,Away,PHI,L 25-33,K,CrosMa20
,Mason Crosby,7.0,Sun,16,17,2023-12-31,39-119,NYG,Home,LAR,L 25-26,K,CrosMa20
,Derius Davis,7.0,Mon,8,9,2023-11-06,23-056,LAC,Away,NYJ,W 27-6,WR,DaviDe02
,Cameron Dicker,7.0,Sun,6,7,2023-10-22,23-169,LAC,Away,KAN,L 17-31,K,DickCa00
,Austin Ekeler,7.0,Sun,10,11,2023-11-19,28-186,LAC,Away,GNB,L 20-23,RB,EkelAu00
,Jake Elliott,7.0,Sun,7,7,2023-10-22,28-274,PHI,Home,MIA,W 31-17,K,ElliJa03
,Jake Elliott,7.0,Sun,12,13,2023-12-03,28-316,PHI,Home,SFO,L 19-42,K,ElliJa03
,Jake Elliott,7.0,Sun,16,17,2023-12-31,28-344,PHI,Home,ARI,L 31-35,K,ElliJa03
,Mike Evans,7.0,Sun,4,4,2023-10-01,30-041,TAM,Away,NOR,W 26-9,WR,EvanMi00
,Ka'imi Fairbairn,7.0,Sat,17,18,2024-01-06,29-342,HOU,Away,IND,W 23-19,K,FairKa01
,Nick Folk,7.0,Sun,11,12,2023-11-26,39-021,TEN,Home,CAR,W 17-10,K,FolkNi20
,Graham Gano,7.0,Sun,2,2,2023-09-17,36-161,NYG,Away,ARI,W 31-28,K,GanoGr44
,Matt Gay,7.0,Sun,2,2,2023-09-17,29-186,IND,Away,HOU,W 31-20,K,GayxMa00
,Dallas Goedert,7.0,Sun,13,14,2023-12-10,28-341,PHI,Away,DAL,L 13-33,TE,GoedDa00
,Melvin Gordon,7.0,Sun,16,17,2023-12-31,30-262,BAL,Home,MIA,W 56-19,RB,GordMe00
,Blake Grupe,7.0,Sun,6,6,2023-10-15,24-344,NOR,Away,HOU,L 13-20,K,GrupBl00
,Lucas Havrisik,7.0,Sun,11,12,2023-11-26,24-058,LAR,Away,ARI,W 37-14,K,HavrLu00
,Dustin Hopkins,7.0,Sun,10,11,2023-11-19,33-049,CLE,Home,PIT,W 13-10,K,HopkDu00
,Dustin Hopkins,7.0,Sun,12,13,2023-12-03,33-063,CLE,Away,LAR,L 19-36,K,HopkDu00
,Josh Jacobs,7.0,Sun,13,14,2023-12-10,25-302,LVR,Home,MIN,L 0-3,RB,JacoJo01
,Juwan Johnson,7.0,Sun,17,18,2024-01-07,27-116,NOR,Home,ATL,W 48-17,TE,JohnJu02
,Younghoe Koo,7.0,Sun,5,5,2023-10-08,29-066,ATL,Home,HOU,W 21-19,K,KooxYo00
,Younghoe Koo,7.0,Sun,12,13,2023-12-03,29-122,ATL,Away,NYJ,W 13-8,K,KooxYo00
,Wil Lutz,7.0,Sun,5,5,2023-10-08,29-093,DEN,Home,NYJ,L 21-31,K,LutzWi00
,Alexander Mattison,7.0,Sun,11,11,2023-11-19,25-153,MIN,Away,DEN,L 20-21,RB,MattAl01
,Chase McLaughlin,7.0,Sun,6,7,2023-10-22,27-196,TAM,Home,ATL,L 13-16,K,McLaCh00
,Brandon McManus,7.0,Sun,1,1,2023-09-10,32-047,JAX,Away,IND,W 31-21,K,McMaBr01
,Brandon McManus,7.0,Thu,7,7,2023-10-19,32-086,JAX,Away,NOR,W 31-24,K,McMaBr01
,Brandon McManus,7.0,Mon,12,13,2023-12-04,32-132,JAX,Home,CIN,L 31-34 (OT),K,McMaBr01
,Evan McPherson,7.0,Sun,6,6,2023-10-15,24-086,CIN,Home,SEA,W 17-13,K,McPhEv00
,Evan McPherson,7.0,Sun,17,18,2024-01-07,24-170,CIN,Home,CLE,W 31-14,K,McPhEv00
,Jake Moody,7.0,Mon,7,7,2023-10-23,23-334,SFO,Away,MIN,L 17-22,K,MoodJa00
,Jake Moody,7.0,Thu,11,12,2023-11-23,24-000,SFO,Away,SEA,W 31-13,K,MoodJa00
,Luke Musgrave,7.0,Sun,6,7,2023-10-22,23-050,GNB,Away,DEN,L 17-19,TE,MusgLu00
,Jason Myers,7.0,Sun,1,1,2023-09-10,32-121,SEA,Home,LAR,L 13-30,K,MyerJa00
,Jason Myers,7.0,Sun,2,2,2023-09-17,32-128,SEA,Away,DET,W 37-31 (OT),K,MyerJa00
,Jason Myers,7.0,Sun,17,18,2024-01-07,32-240,SEA,Away,ARI,W 21-20,K,MyerJa00
,Cordarrelle Patterson,7.0,Sun,14,15,2023-12-17,32-275,ATL,Away,CAR,L 7-9,RB,PattCo00
,Riley Patterson,7.0,Thu,16,17,2023-12-28,24-112,CLE,Home,NYJ,W 37-20,K,PattRi01
,Riley Patterson,7.0,Sun,2,2,2023-09-17,24-010,DET,Home,SEA,L 31-37 (OT),K,PattRi01
,Eddy Piñeiro,7.0,Sun,8,9,2023-11-05,28-053,CAR,Home,IND,L 13-27,K,PineEd00
,Eddy Piñeiro,7.0,Thu,9,10,2023-11-09,28-057,CAR,Away,CHI,L 13-16,K,PineEd00
,Kalif Raymond,7.0,Sun,17,18,2024-01-07,29-152,DET,Home,MIN,W 30-20,WR,RaymKa00
,Jayden Reed,7.0,Sun,8,9,2023-11-05,23-191,GNB,Home,LAR,W 20-3,WR,ReedJa03
,Calvin Ridley,7.0,Sun,3,3,2023-09-24,28-278,JAX,Home,HOU,L 17-37,WR,RidlCa00
,Brian Robinson Jr.,7.0,Sun,3,3,2023-09-24,24-186,WAS,Home,BUF,L 3-37,RB,RobiBr01
,Jason Sanders,7.0,Sun,5,5,2023-10-08,27-326,MIA,Home,NYG,W 31-16,K,SandJa00
,Jason Sanders,7.0,Sun,8,8,2023-10-29,27-347,MIA,Home,NWE,W 31-17,K,SandJa00
,Jason Sanders,7.0,Sun,16,17,2023-12-31,28-045,MIA,Away,BAL,L 19-56,K,SandJa00
,Cairo Santos,7.0,Sun,2,2,2023-09-17,31-309,CHI,Away,TAM,L 17-27,K,SantCa01
,Joey Slye,7.0,Sun,4,4,2023-10-01,27-174,WAS,Away,PHI,L 31-34 (OT),K,SlyeJo00
,Joey Slye,7.0,Sun,11,11,2023-11-19,27-223,WAS,Home,NYG,L 19-31,K,SlyeJo00
,Jaxon Smith-Njigba,7.0,Sun,10,11,2023-11-19,21-278,SEA,Away,LAR,L 16-17,WR,SmitJa06
,Rhamondre Stevenson,7.0,Sun,8,8,2023-10-29,25-248,NWE,Away,MIA,L 17-31,RB,StevRh00
,Robert Tonyan,7.0,Sun,16,17,2023-12-31,29-245,CHI,Home,ATL,W 37-17,TE,TonyRo00
,Justin Tucker,7.0,Sun,3,3,2023-09-24,33-307,BAL,Home,IND,L 19-22 (OT),K,TuckJu00
,Justin Tucker,7.0,Sun,8,8,2023-10-29,33-342,BAL,Away,ARI,W 31-24,K,TuckJu00
,Justin Tucker,7.0,Sun,10,10,2023-11-12,33-356,BAL,Home,CLE,L 31-33,K,TuckJu00
,Greg Zuerlein,7.0,Sun,7,8,2023-10-29,35-306,NYJ,Away,NYG,W 13-10 (OT),K,ZuerGr00
,Jamal Agnew,6.9,Sun,3,3,2023-09-24,28-174,JAX,Home,HOU,L 17-37,WR,AgneJa00
,Tutu Atwell,6.9,Sun,8,8,2023-10-29,24-022,LAR,Away,DAL,L 20-43,WR,AtweTu00
,Rashod Bateman,6.9,Sun,14,15,2023-12-17,24-018,BAL,Away,JAX,W 23-7,WR,BateRa00
,Kendrick Bourne,6.9,Sun,2,2,2023-09-17,28-044,NWE,Home,MIA,L 17-24,WR,BourKe00
,A.J. Brown,6.9,Thu,2,2,2023-09-14,26-076,PHI,Home,MIN,W 34-28,WR,BrowAJ00
,Nico Collins,6.9,Sun,5,5,2023-10-08,24-203,HOU,Away,ATL,L 19-21,WR,CollNi00
,Gus Edwards,6.9,Sun,4,4,2023-10-01,28-171,BAL,Away,CLE,W 28-3,RB,EdwaGu00
,Evan Engram,6.9,Sun,10,11,2023-11-19,29-078,JAX,Home,TEN,W 34-14,TE,EngrEv00
,Zay Flowers,6.9,Sun,8,8,2023-10-29,23-048,BAL,Away,ARI,W 31-24,WR,FlowZa00
,Roschon Johnson,6.9,Sun,3,3,2023-09-24,22-236,CHI,Away,KAN,L 10-41,RB,JohnRo07
,Alvin Kamara,6.9,Sun,16,17,2023-12-31,28-159,NOR,Away,TAM,W 23-13,RB,KamaAl00
,Cooper Kupp,6.9,Sun,7,7,2023-10-22,30-129,LAR,Home,PIT,L 17-24,WR,KuppCo00
,Allen Lazard,6.9,Sun,3,3,2023-09-24,27-287,NYJ,Home,NWE,L 10-15,WR,LazaAl00
,Drake London,6.9,Sun,15,16,2023-12-24,22-153,ATL,Home,IND,W 29-10,WR,LondDr00
,Will Mallory,6.9,Sun,2,2,2023-09-17,24-087,IND,Away,HOU,W 31-20,TE,MallWi00
,Chris Moore,6.9,Sun,14,15,2023-12-17,30-184,TEN,Home,HOU,L 16-19 (OT),WR,MoorCh00
,Samaje Perine,6.9,Sun,15,16,2023-12-24,28-099,DEN,Home,NWE,L 23-26,RB,PeriSa00
,George Pickens,6.9,Thu,13,14,2023-12-07,22-278,PIT,Home,NWE,L 18-21,WR,PickGe00
,Wan'Dale Robinson,6.9,Sun,5,5,2023-10-08,22-276,NYG,Away,MIA,L 16-31,WR,RobiWa01
,Tyjae Spears,6.9,Sun,16,17,2023-12-31,22-199,TEN,Away,HOU,L 3-26,RB,SpeaTy00
,Jalen Tolbert,6.9,Thu,11,12,2023-11-23,24-269,DAL,Home,WAS,W 45-10,WR,TolbJa00
,Rachaad White,6.9,Sun,1,1,2023-09-10,24-241,TAM,Away,MIN,W 20-17,RB,WhitRa01
,Dontayvion Wicks,6.9,Sun,8,9,2023-11-05,22-142,GNB,Home,LAR,W 20-3,WR,WickDo00
,Russell Wilson,6.9,Thu,6,6,2023-10-12,34-317,DEN,Away,KAN,L 8-19,QB,WilsRu00
,Baker Mayfield,6.84,Sun,5,6,2023-10-15,28-184,TAM,Home,DET,L 6-20,QB,MayfBa00
,Cam Akers,6.8,Sun,9,9,2023-11-05,24-136,MIN,Away,ATL,W 31-28,RB,AkerCa00
,Daniel Bellinger,6.8,Sun,11,11,2023-11-19,23-058,NYG,Away,WAS,W 31-19,TE,BellDa00
,Noah Brown,6.8,Sun,15,16,2023-12-24,27-352,HOU,Home,CLE,L 22-36,WR,BrowNo00
,Elijah Cooks,6.8,Sun,15,16,2023-12-24,25-072,JAX,Away,TAM,L 12-30,WR,CookEl00
,Evan Engram,6.8,Sun,5,5,2023-10-08,29-036,JAX,Away,BUF,W 25-20,TE,EngrEv00
,Evan Engram,6.8,Sun,14,15,2023-12-17,29-106,JAX,Home,BAL,L 7-23,TE,EngrEv00
,Pat Freiermuth,6.8,Thu,13,14,2023-12-07,25-043,PIT,Home,NWE,L 18-21,TE,FreiPa00
,Noah Gray,6.8,Sun,2,2,2023-09-17,24-140,KAN,Away,JAX,W 17-9,TE,GrayNo00
,Khalil Herbert,6.8,Sun,2,2,2023-09-17,25-149,CHI,Away,TAM,L 17-27,RB,HerbKh00
,Tanner Hudson,6.8,Sun,16,17,2023-12-31,29-049,CIN,Away,KAN,L 17-25,TE,HudsTa00
,Ty Johnson,6.8,Sun,14,15,2023-12-17,26-091,BUF,Home,DAL,W 31-10,RB,JohnTy02
,Cooper Kupp,6.8,Sun,9,9,2023-11-05,30-143,LAR,Away,GNB,L 3-20,WR,KuppCo00
,Sam LaPorta,6.8,Sun,10,11,2023-11-19,22-311,DET,Home,CHI,W 31-26,TE,LaPoSa01
,Darnell Mooney,6.8,Sun,6,6,2023-10-15,25-351,CHI,Home,MIN,L 13-19,WR,MoonDa00
,Luke Musgrave,6.8,Sun,10,11,2023-11-19,23-078,GNB,Home,LAC,W 23-20,TE,MusgLu00
,David Njoku,6.8,Mon,2,2,2023-09-18,27-070,CLE,Away,PIT,L 22-26,TE,NjokDa00
,Trey Palmer,6.8,Sun,10,11,2023-11-19,22-231,TAM,Away,SFO,L 14-27,WR,PalmTr00
,Colby Parkinson,6.8,Sun,3,3,2023-09-24,24-259,SEA,Home,CAR,W 37-27,TE,ParkCo02
,Drew Sample,6.8,Sat,15,16,2023-12-23,27-251,CIN,Away,PIT,L 11-34,TE,SampDr00
,DeVonta Smith,6.8,Mon,3,3,2023-09-25,24-315,PHI,Away,TAM,W 25-11,WR,SmitDe07
,Stephen Sullivan,6.8,Sun,8,9,2023-11-05,26-342,CAR,Home,IND,L 13-27,TE,SullSt00
,Marquez Valdes-Scantling,6.8,Thu,1,1,2023-09-07,28-332,KAN,Home,DET,L 20-21,WR,ValdMa00
,Jaylen Warren,6.8,Sun,1,1,2023-09-10,24-313,PIT,Home,SFO,L 7-30,RB,WarrJa01
,Nick Westbrook-Ikhine,6.8,Mon,13,14,2023-12-11,26-265,TEN,Away,MIA,W 28-27,WR,WestNi00
,Rachaad White,6.8,Sun,5,6,2023-10-15,24-276,TAM,Home,DET,L 6-20,RB,WhitRa01
,Cedrick Wilson Jr.,6.8,Sun,7,7,2023-10-22,27-336,MIA,Away,PHI,L 17-31,WR,WilsCe01
,Jeff Wilson,6.8,Sun,9,9,2023-11-05,27-354,MIA,Away,KAN,L 14-21,RB,WilsJe01
,Zach Wilson,6.74,Sun,10,11,2023-11-19,24-108,NYJ,Away,BUF,L 6-32,QB,WilsZa00
,Derek Carr,6.72,Mon,2,2,2023-09-18,32-174,NOR,Away,CAR,W 20-17,QB,CarrDe02
,Ryan Tannehill,6.72,Sun,16,17,2023-12-31,35-157,TEN,Away,HOU,L 3-26,QB,TannRy00
,Brandon Aiyuk,6.7,Sun,14,15,2023-12-17,25-275,SFO,Away,ARI,W 45-29,WR,AiyuBr00
,Calvin Austin III,6.7,Sat,15,16,2023-12-23,24-274,PIT,Home,CIN,W 34-11,WR,AustCa00
,Michael Carter,6.7,Sun,14,15,2023-12-17,24-224,ARI,Home,SFO,L 29-45,RB,CartMi03
,Brandin Cooks,6.7,Sun,4,4,2023-10-01,30-006,DAL,Home,NWE,W 38-3,WR,CookBr00
,Amari Cooper,6.7,Sun,1,1,2023-09-10,29-085,CLE,Home,CIN,W 24-3,WR,CoopAm00
,Stefon Diggs,6.7,Sun,11,11,2023-11-19,29-355,BUF,Home,NYJ,W 32-6,WR,DiggSt00
,Romeo Doubs,6.7,Thu,11,12,2023-11-23,23-224,GNB,Away,DET,W 29-22,WR,DoubRo00
,Antonio Gibson,6.7,Thu,12,12,2023-11-23,25-153,WAS,Away,DAL,L 10-45,RB,GibsAn00
,Marquise Goodwin,6.7,Sun,14,15,2023-12-17,33-028,CLE,Home,CHI,W 20-17,WR,GoodMa00
,Brycen Hopkins,6.7,Sun,17,18,2024-01-07,26-286,LAR,Away,SFO,W 21-20,TE,HopkBr01
,Kareem Hunt,6.7,Sun,10,11,2023-11-19,28-105,CLE,Home,PIT,W 13-10,RB,HuntKa00
,Brandon Johnson,6.7,Sun,16,17,2023-12-31,25-158,DEN,Home,LAC,W 16-9,WR,JohnBr23
,Dalton Kincaid,6.7,Sun,4,4,2023-10-01,23-348,BUF,Home,MIA,W 48-20,TE,KincDa00
,Tucker Kraft,6.7,Sun,12,13,2023-12-03,23-030,GNB,Home,KAN,W 27-19,TE,KrafTu00
,Marvin Mims,6.7,Sun,4,4,2023-10-01,21-196,DEN,Away,CHI,W 31-28,WR,MimsMa00
